Symbol,Company Name,Date-Start,Date-End,Sector,Delisting-Date
NPBC,National Penn Bancshares Inc,1983-10-25,2016-04-01,Financial,2016-04-01
NPCI,Npc International Inc,1995-08-09,2001-08-31,Industrials,2001-08-31
NPD,China Nepstar Chain Drugstore Ltd.,2007-11-09,2016-08-03,Healthcare,2016-08-02
NPIX,Network Peripherals Inc,1994-06-28,2001-08-22,Communication Services,2001-08-22
NPL,National Propane Partners Lp,1996-06-27,1999-07-19,Energy,1999-07-19
NPLA,Inplay Technologies Inc,2005-06-15,2009-04-24,Technology,2010-02-05
NPLSQ,Network Plus Corp,,2002-02-04,Communication Services,2002-02-04
NPNTQ,Northpoint Communications Group Inc,,2001-01-16,Communication Services,2001-01-16
NPPI,Norwood Promotional Products Inc,1977-08-08,1998-10-30,Communication Services,1998-10-30
NPSI,North Pittsburgh Systems Inc,1987-10-30,2007-12-31,Technology,2007-12-28
NPSNY,Naspers Ltd.,,2007-06-08,Communication Services,2007-06-08
NPSP,Nps Pharmaceuticals Inc,1994-05-26,2015-02-20,Healthcare,2015-02-20
NPTE,North Pointe Holdings Corp,2005-09-23,2008-04-30,Communication Services,2008-04-30
NPTH,Enpath Medical Inc,1995-01-26,2007-06-15,Healthcare,2007-06-15
NPTN,Neophotonics Corp,2011-02-02,2022-08-02,Technology,2022-08-02
NPTT,Nptest Holding Corp,2003-12-11,2004-05-28,Technology,2004-05-28
NQLIQ,Nql Inc,,2001-09-17,Technology,2001-09-17
NRCG,Nrc Group Holdings Corp,2018-10-18,2019-10-31,Energy,2019-10-31
NRCIB,National Research Corp,2013-05-23,2018-04-17,Technology,2018-04-17
NRCNA,Northland Cranberries Inc,,2001-11-05,Healthcare,2001-11-05
NRDSQ,Nord Resources Corp,,2014-11-19,Materials,2014-11-19
NRE,Northstar Realty Europe Corp,1992-01-30,2019-09-27,Real Estate,2019-09-27
NREB,Northern Empire Bancshares,2005-05-20,2007-03-01,Financial,2007-02-28
NRF,Northstar Realty Finance Corp,2004-10-26,2017-01-10,Financial,2017-01-10
NRGN,Neurogen Corp,1989-10-03,2009-12-23,Healthcare,2009-12-23
NRGP,Inergy Holdings Lp,2005-06-21,2010-11-05,Energy,2010-11-05
NRMI,National Record Mart Inc,1993-08-05,2000-10-17,Consumer Discretionary,2000-10-17
NRPH,New River Pharmaceuticals Inc,2004-08-05,2007-04-19,Healthcare,2007-04-19
NRRD,Norstan Inc,1977-04-29,2005-01-26,Industrials,2005-01-26
NRTLQ,Nortel Networks Corp,,2012-07-20,Communication Services,2012-07-20
NRTSF,Nobilis Health Corp,,2019-09-03,Healthcare,2019-09-03
NRVHQ,National Rv Holdings Inc,,2010-08-25,Financial,2010-08-25
NRW,Ncl Holding Asa,1999-07-09,2000-12-01,Communication Services,2000-12-01
NRXGQ,Nephrogenex Inc,,2017-05-24,Materials,2017-05-24
NS,Nustar Energy Lp,1962-07-02,2024-05-02,Energy,2024-05-02
NSANY,Nissan Motor Co Ltd.,1972-12-14,2009-07-31,Consumer Discretionary,2009-09-30
NSAT,Norsat International Inc,2000-10-30,2017-07-19,Communication Services,2017-07-19
NSCC,Nsc Corp,1990-06-12,1999-06-24,Materials,1999-06-23
NSCF,Northstar Computer Forms Inc,1991-07-26,2000-06-06,Healthcare,2000-06-06
NSCN,Netscreen Technologies Inc,2001-12-12,2004-04-16,Technology,2004-04-16
NSCP,Netscape Communications Corp,1995-08-09,1999-03-17,Communication Services,1999-03-17
NSCT,National Scientific Corp,,2008-07-22,Energy,2008-07-22
NSD,National Standard Co.,1962-07-02,2000-09-22,Communication Services,2000-09-22
NSDA,Nassda Corp,2001-12-13,2005-05-11,,2005-05-11
NSDB,Nsd Bancorp Inc,1993-08-05,2005-02-18,,2005-02-18
NSEC,National Security Group Inc,1972-12-14,2022-06-30,Financial,2022-06-30
NSFC,Northern States Financial Corp,1991-07-03,2012-02-16,Financial,2018-10-12
NSHA,Nashua Corp,2005-09-13,2009-09-15,Financial,2009-09-15
NSIL,Netsilicon Inc,1999-09-15,2002-02-13,Technology,2002-02-13
NSIX,Neuromedical Systems Inc,1995-12-08,1999-03-16,Healthcare,1999-03-16
NSK,New Skies Satellites Nv,2000-10-04,2004-11-02,Communication Services,2004-11-02
NSLB,Ns&l Bancorp Inc,1995-06-08,2001-02-21,Financial,2001-02-21
NSLPQ,New Source Energy Partners Lp,,2015-09-09,Energy,2015-09-09
NSM,Nationstar Mortgage Holdings Inc,1970-10-20,2018-07-30,Financial,2018-07-30
NSO,Nstor Technologies Inc,1988-05-23,2005-09-08,Financial,2005-09-08
NSOL,Network Solutions Inc,1997-09-26,2000-06-08,Communication Services,2000-06-08
NSPH,Nanosphere Inc,2007-11-01,2016-06-30,Materials,2016-06-30
NSPK,Netspeak Corp,1997-05-29,2001-08-14,,2001-08-14
NSR,Nomad Royalty Co Ltd.,1962-07-02,2022-08-12,Communication Services,2022-08-12
NSS,Nustar Logistics Lp,1988-03-04,2006-12-01,Industrials,2024-05-31
NSSY,Nss Bancorp Inc,1994-06-16,1998-11-20,,1998-11-19
NST,Nstar,1999-09-27,2012-04-09,Utilities,2012-04-05
NSTA,Anesta Corp,1994-01-28,2000-10-10,Technology,2000-10-10
NSTB,Northern Star Investment Corp Ii,2021-02-11,2024-01-26,Financial,2024-01-26
NSTC,Northern Star Investment Corp Iii,2004-09-29,2023-09-06,Financial,2023-09-06
NSTD,Northern Star Investment Corp Iv,2021-04-22,2023-09-12,Financial,2023-09-12
NSTGQ,Nanostring Technologies Inc,,2024-02-13,Healthcare,2024-02-13
NSTLQ,National Steel Corp,,2003-08-14,Materials,2003-08-14
NSTR,Northstar Neuroscience Inc,1981-08-31,2009-06-19,Industrials,2012-08-20
NSU,Nevsun Resources Ltd.,1962-07-02,2019-03-07,Materials,2019-03-07
NSV,National Equipment Services Inc,1998-07-14,2002-11-15,Industrials,2002-11-15
NTBKQ,Netbank Inc,,2007-11-28,Financial,2007-11-28
NTBLQ,Notable Labs Ltd.,,2024-10-22,Consumer Discretionary,2024-10-22
NTCOY,Natura & Co Holding SA,,2024-02-09,Consumer Staples,2024-02-09
NTCR,Netcreations Inc,1999-11-12,2001-02-15,Real Estate,2001-02-15
NTCS,Netcurrents Inc,2000-01-04,2001-07-16,,2001-07-16
NTEG,Integ Incorp,1996-06-26,2001-01-23,Technology,2001-01-23
NTGN,Neon Therapeutics Inc,2018-06-27,2020-05-05,Healthcare,2020-05-05
NTGX,Net Genesis Corp,2000-02-29,2001-12-21,Technology,2001-12-21
NTHWQ,Northwestern Corp,,2004-10-11,Utilities,2004-10-11
NTI,Northern Tier Energy Lp,1993-05-03,2016-06-23,Energy,2016-06-23
NTIA,Netia SA,1999-07-29,2002-10-14,Communication Services,2002-10-14
NTII,Neurobiological Technologies Inc,1994-02-16,2009-12-16,Healthcare,2010-07-14
NTIQ,Netiq Corp,1999-07-30,2006-06-30,Technology,2006-06-30
NTK,Nortek Inc,1969-12-18,2016-08-31,Consumer Discretionary,2016-08-30
NTKKQ,Net2000 Communications Inc,,2001-11-15,Communication Services,2001-11-15
NTL,Nortel Investments Inc,1962-07-02,1980-12-04,Financial,2017-12-15
NTLDQ,Ntl Inc,,2003-01-10,Communication Services,2003-01-10
NTLNF,Northcore Technologies Inc,,2002-08-21,,2002-08-21
NTLO,Ntelos Inc,2000-12-06,2003-03-12,Communication Services,2003-03-12
NTLS,Ntelos Holdings Corp,1979-02-01,2016-05-06,Communication Services,2016-05-06
NTMD,Nitromed Inc,2003-11-06,2009-04-24,Healthcare,2009-04-24
NTME,Netmed Inc,,1999-04-19,Healthcare,1999-04-19
NTMV,Netmoves Corp,1999-06-21,2000-02-08,,2000-02-08
NTO,Northern Orion Resources Inc,2004-04-08,2007-10-15,Materials,2007-10-15
NTOL,Natrol Inc,1998-07-22,2007-12-28,Consumer Discretionary,2007-12-28
NTOP,Net2phone Inc,1999-07-29,2006-03-13,Communication Services,2006-03-13
NTPA,Netopia Inc,1996-06-13,2007-02-06,Technology,2007-02-06
NTPIF,Nam Tai Property Inc,,2022-05-23,Real Estate,2022-05-23
NTRI,Nutri System Inc,2005-06-23,2019-03-07,Technology,2019-03-07
NTRT,Netratings Inc,1999-12-08,2007-06-22,Communication Services,2007-06-22
NTS,Nts Inc,1963-01-18,2014-06-06,Communication Services,2014-06-06
NTSC,National Technical Systems Inc,1976-08-23,2013-11-22,Industrials,2013-11-21
NTSL,Netsolve Inc,1999-09-29,2004-11-18,Technology,2004-11-18
NTSP,Netspend Holdings Inc,2010-10-19,2013-06-28,Financial,2013-06-28
NTTYY,Nippon Telegraph & Telephone Corp,,2018-09-26,Communication Services,2018-09-26
NTUS,Natus Medical Inc,2019-07-26,2022-07-20,Healthcare,2022-07-20
NTY,Nbty Inc,1962-07-02,2010-09-30,Materials,2010-10-01
NUAN,Nuance Communications Inc,2000-04-13,2022-03-03,Communication Services,2022-03-03
NUCO,Nuco2 Inc,1995-12-19,2008-05-28,Materials,2008-05-28
NUFO,New Focus Inc,2000-05-18,2004-03-05,Consumer Staples,2004-03-05
NUHC,Nu Horizons Electronics Corp,1983-05-26,2010-12-31,Industrials,2010-12-31
NUI,Nui Corp,1982-06-22,2004-11-30,Financial,2004-11-30
NUOTQ,Nuo Therapeutics Inc,,2016-05-09,Healthcare,2016-05-09
NURO,Neurometrix Inc,1986-02-06,2024-12-31,Healthcare,2025-05-01
NUSPQ,New Source Energy Partners Lp,,2015-12-04,Energy,2015-12-04
NUVA,Nuvasive Inc,2004-05-13,2023-08-31,Healthcare,2023-08-31
NUVOQ,Holdco Nuvo Group Dg Ltd.,,2024-08-30,,2024-08-30
NUVWQ,Holdco Nuvo Group Dg Ltd.,,2024-08-30,,2024-08-30
NVAL,New Valley Corp,1992-05-19,2005-12-13,Technology,2005-12-12
NVB,Inco Ltd.,1991-05-17,2000-12-14,Materials,2000-12-14
NVCN,Neovasc Inc,2014-05-21,2023-04-10,Healthcare,2023-04-11
NVDM,Novadigm Inc,1995-07-14,2004-04-02,Technology,2004-04-02
NVE,Nv Energy Inc,1962-11-19,2013-12-19,Energy,2013-12-19
NVEE,Nv5 Global Inc,2013-09-27,2024-12-31,Industrials,2025-08-01
NVEI,Nuvei Corp,2021-10-06,2024-11-15,Technology,2024-11-15
NVET,Nexvet Biopharma PLC,2015-02-05,2017-07-28,Healthcare,2017-07-28
NVI,National Vision Inc,1993-07-23,2005-09-13,Consumer Discretionary,2005-09-13
NVIVQ,Invivo Therapeutics Holdings Corp,,2024-02-12,Healthcare,2024-02-12
NVL,Novelis Inc,1991-09-09,2007-05-14,Industrials,2007-05-14
NVLD,Novel Denim Holdings Ltd.,2000-11-13,2005-02-25,Consumer Discretionary,2005-02-24
NVLNF,Novelion Therapeutics Inc,,2019-10-08,Healthcare,2019-10-08
NVNW,Novo Networks Inc,2000-11-22,2001-07-29,Communication Services,2001-07-27
NVOS,Novo Integrated Sciences Inc,2021-02-23,2024-11-05,Healthcare,2024-11-05
NVP,Nevada Power Co.,,1999-07-28,Utilities,1999-07-28
NVRO,Nevro Corp,2014-11-06,2024-12-31,Healthcare,2025-04-02
NVSL,Naugatuck Valley Financial Corp,2004-10-01,2016-01-15,Financial,2016-01-15
NVTAQ,Invitae Corp,,2024-02-05,Healthcare,2024-02-05
NVTP,Novt Corp,,2011-12-08,,2011-12-08
NVTRQ,Nuvectra Corp,,2019-11-21,Healthcare,2019-11-21
NVUE,Nview Corp,1991-04-30,1999-01-13,Healthcare,1999-01-13
NW,National Westminster Bank PLC,1962-07-02,2000-04-10,Financial,2000-04-07
NWA,Northwest Airlines Corp,1962-07-02,2008-10-29,Real Estate,2008-10-29
NWACQ,Northwest Airlines Corp,,2007-05-24,Real Estate,2007-05-24
NWCA,Newcare Health Corp,1995-04-28,1999-06-22,Healthcare,1999-06-22
NWCM,Newcom Inc,1997-09-16,1999-05-25,Industrials,1999-05-25
NWHM,New Home Co Inc,2014-01-31,2021-09-07,Communication Services,2021-09-07
NWIR,Nwh Inc,1994-03-09,2006-08-09,Healthcare,2006-08-07
NWK,Network Equipment Technologies Inc,1989-06-12,2012-08-24,Industrials,2012-08-24
NWKC,Network Commerce Inc,2000-05-25,2001-08-28,Communication Services,2001-08-28
NWLI,National Western Life Group Inc,2008-10-03,2024-07-08,Financial,2024-07-08
NWLLQ,New Tel Ltd.,,2002-10-24,Consumer Discretionary,2002-10-24
NWPWQ,Newpower Holdings Inc,,2007-05-23,Utilities,2007-05-23
NWRE,Neoware Inc,1997-08-01,2007-09-28,Technology,2007-09-28
NWRZ,New Horizons Worldwide Inc,,2012-09-28,Technology,2012-09-28
NWSS,Network Six Inc,1993-04-27,2001-08-16,Communication Services,2001-08-16
NWST,Newstar Media Inc,1998-05-20,2000-03-13,Communication Services,2000-03-13
NWSW,Northwestern Steel & Wire Co.,1993-06-11,1999-12-17,Materials,1999-12-17
NWYF,Northway Financial Inc,,2007-09-21,Financial,2007-09-21
NXCDQ,Nextcard Inc,,2002-02-07,Financial,2002-02-07
NXCO,Neurex Corp,1993-09-22,1998-08-14,,1998-08-14
NXEO,Nexeo Solutions Inc,2016-06-10,2019-02-28,Materials,2019-02-28
NXGN,Nextgen Healthcare Inc,1995-05-25,2023-11-08,Healthcare,2023-11-08
NXQ,Nuveen Select Tax Free Income Portfolio 2,1992-05-21,2021-12-03,Financial,2021-12-03
NXR,Nuveen Select Tax Free Income Portfolio 3,1992-07-24,2021-12-03,Financial,2021-12-03
NXTL,Nextel Communications Inc,1992-01-28,2005-08-12,Communication Services,2005-08-12
NXTM,Nxstage Medical Inc,2005-10-27,2019-02-21,Healthcare,2019-02-21
NXTP,Nextplay Technologies Inc,2000-02-23,2024-04-12,,2024-04-12
NXTR,Nexstar Pharmaceuticals Inc,1994-01-28,1999-07-29,Healthcare,1999-07-29
NXTYQ,Nexity Financial Corp,,2009-02-23,Financial,2009-02-23
NXUR,Nxu Inc,,2025-04-09,Technology,2025-04-09
NXWXQ,Nx Networks Inc,,2001-10-30,Communication Services,2001-10-30
NXXIQ,Nxxi Inc,,2010-07-07,,2010-07-07
NXY,Nexen Inc,2000-11-10,2013-02-25,Energy,2013-02-25
NYBSQ,New York Bagel Enterprises Inc,,1998-11-30,Consumer Discretionary,1998-11-30
NYER,Nyer Medical Group Inc,1992-06-09,2010-01-29,Healthcare,2010-05-18
NYFX,Nyfix Inc,2000-03-06,2009-11-30,Financial,2009-11-30
NYM,Nymagic Inc,1992-07-13,2010-11-23,Financial,2010-11-23
NYMXF,Nymox Pharmaceutical Corp,1997-12-01,1998-12-21,Healthcare,2023-07-06
NYNY,Empire Resorts Inc,2003-04-16,2019-11-15,Healthcare,2019-11-15
NYRT,New York Reit Inc,2014-04-15,2018-11-02,Real Estate,2018-11-02
NZ,Netezza Corp,2007-07-19,2010-11-10,Technology,2010-11-10
NZSKY,Sky Network Television Ltd.,1997-12-09,2000-06-23,Communication Services,2000-06-08
NZYM,Synthetech Inc,1984-11-12,2005-10-12,,2010-11-19
OA,Orbital Atk Inc,2015-02-10,2018-06-06,Industrials,2018-06-06
OABC,Omniamerican Bancorp Inc,2010-01-21,2014-12-17,,2014-12-17
OAK,Oaktree Capital Group LLC,1962-07-02,2019-09-27,Financial,2019-09-27
OAKF,Oak Hill Financial Inc,1995-10-12,2007-11-30,Financial,2007-11-30
OAKT,Oak Technology Inc,1995-02-14,2003-08-11,Technology,2003-08-11
OAOT,Oao Technology Solutions Inc,1997-12-01,2004-02-27,Technology,2004-02-27
OASMY,Oasmia Pharmaceutical Ab,,2019-08-21,Healthcare,2019-08-21
OASPQ,Oasis Petroleum Inc,,2020-11-19,Energy,2020-11-19
OAT,Quaker Oats Co.,1962-07-02,2001-08-02,Communication Services,2001-08-02
OATS,Wild Oats Markets Inc,1996-10-23,2007-08-31,Consumer Staples,2007-08-31
OBAF,Oba Financial Services Inc,2010-01-22,2014-09-19,Financial,2014-09-19
OBAS,Optibase Ltd.,1999-04-07,2022-03-22,Technology,2022-03-22
OBCI,Ocean Bio Chem Inc,1984-10-16,2022-08-08,Materials,2022-08-08
OBDE,Blue Owl Capital Corp Iii,2024-01-25,2024-12-31,Financial,2025-01-10
OBIE,Obie Media Corp,1996-11-21,2005-01-18,Communication Services,2005-01-18
OBJS,Objectshare Inc,1997-10-01,1999-06-23,Energy,1999-06-23
OBQI,Oilsands Quest Inc,,2014-08-18,Energy,2014-08-18
OBSVF,Obseva SA,,2023-03-22,Healthcare,2023-03-22
OBTLY,Orbital Corp Ltd.,,2014-06-24,Industrials,2014-06-24
OCAD,Orcad Inc,1996-03-01,1999-07-29,Technology,1999-07-29
OCAI,Oca Inc ,1994-12-20,1997-10-19,Communication Services,2007-01-12
OCAL,Ocal Inc,1996-03-13,1999-01-05,Communication Services,1999-01-05
OCAS,Ohio Casualty Corp,1972-12-14,2007-08-24,Financial,2007-08-24
OCAT,Ocata Therapeutics Inc,2015-02-26,2016-02-09,Healthcare,2016-02-09
OCCH,Coca-cola Hellenic Bottling Co SA,2013-04-23,2013-06-05,Consumer Staples,2013-06-05
OCDX,Ortho Clinical Diagnostics Holdings PLC,2021-01-28,2022-05-26,Healthcare,2022-05-26
OCEA,Ocean Biomedical Inc,2023-02-15,2024-12-31,Healthcare,2025-04-23
OCHS,Orchestream Holdings PLC,2001-04-12,2002-07-15,Materials,2002-07-15
OCHTQ,Orchestra Therapeutics Inc,,2011-04-21,Healthcare,2011-04-21
OCIP,Oci Partners Lp,2013-10-04,2018-07-13,Materials,2018-07-13
OCIS,Oacis Healthcare Holdings Corp,1996-05-16,1999-03-31,Healthcare,1999-03-31
OCLI,Optical Coating Laboratory Inc,1972-12-14,2000-02-04,Healthcare,2000-02-04
OCLR,Oclaro Inc,1997-08-05,2018-12-07,Industrials,2018-12-07
OCNB,Bridge Street Financial Inc,2003-01-06,2006-10-06,Financial,2006-10-06
OCNF,Oceanfreight Inc,2007-04-25,2011-11-03,Industrials,2011-11-03
OCNW,Occam Networks Inc,2000-06-23,2011-02-22,Communication Services,2011-02-22
OCPI,Optical Communication Products Inc,2000-11-03,2007-10-31,Communication Services,2007-10-31
OCR,Omnicare Inc,1981-12-29,2015-08-17,Healthcare,2015-08-17
OCRX,Ocera Therapeutics Inc,1995-08-14,2017-12-08,Healthcare,2017-12-08
OCSI,Oaktree Strategic Income Corp,2017-10-18,2021-03-18,Financial,2021-03-18
OCZTQ,Ocz Technology Group Inc,,2014-08-21,Technology,2014-08-21
ODDJ,Odd Job Stores Inc,2002-06-19,2003-08-12,Consumer Discretionary,2007-11-19
ODSY,Odyssey Healthcare Inc,2001-10-31,2010-08-17,Healthcare,2010-08-17
ODTC,Odonate Therapeutics Inc,,2022-01-14,Healthcare,2022-01-14
ODWA,Odwalla Inc,1993-12-16,2001-12-12,Consumer Staples,2001-12-12
OEA,Oea Inc,1971-12-01,2000-05-10,Industrials,2000-05-10
OEI,Ocean Energy Inc,1997-06-18,2003-04-25,Energy,2003-04-25
OEPW,One Equity Partners Open Water I Corp,2021-03-15,2022-12-08,Utilities,2022-12-08
OFCP,Ottawa Financial Corp,1994-08-19,2000-12-08,Financial,2000-12-08
OFED,Oconee Federal Financial Corp,2011-01-14,2023-07-31,Financial,2023-07-31
OFI,Overhill Farms Inc,2002-11-01,2013-08-09,Consumer Staples,2013-08-09
OFISQ,Us Office Products Co.,,2001-09-04,Materials,2001-09-04
OFLD,Officeland Inc,1999-03-22,1999-11-11,,1999-11-10
OFSI,Omni Financial Services Inc,2006-09-29,2008-07-21,Financial,2008-09-23
OGBLY,Onion Global Ltd.,,2023-01-03,Consumer Staples,2023-01-03
OGGI,Old Guard Group Inc,1997-02-19,2000-09-29,Financial,2000-09-29
OGLEQ,Oglebay Norton Co.,,2005-01-31,Materials,2005-01-31
OGNB,Orange National Bancorp,1996-02-13,1999-10-01,Financial,1999-10-01
OGNC,Organic Inc,2000-02-10,2002-01-14,Communication Services,2002-01-14
OGSIY,Oxford Glycosciences PLC,,2003-06-10,Healthcare,2003-06-10
OHAI,Oha Investment Corp,2014-10-02,2019-12-18,Financial,2019-12-18
OHBIQ,Orleans Homebuilders Inc,,2011-02-14,Real Estate,2011-02-14
OHC.A,Oriole Homes Corp,,2003-02-06,Communication Services,2003-02-06
OHC.B,Oriole Homes Corp,,2003-02-06,Communication Services,2003-02-06
OHP,Oxford Health Plans Inc,2001-04-18,2004-07-29,Healthcare,2004-07-29
OHRI,Occupational Health & Rehabilitation Inc,1996-06-07,1999-06-07,Healthcare,2005-11-22
OHSL,Ohsl Financial Corp,1993-02-10,1999-12-03,Financial,1999-12-03
OIBR.C,Oi SA,,2021-10-27,Communication Services,2021-10-27
OIBRQ,Oi SA,,2021-11-16,Communication Services,2021-11-16
OICO,Oi Corp,1980-07-10,2010-11-15,Utilities,2010-11-11
OIGBQ,Orbital Infrastructure Group Inc,,2023-08-28,Industrials,2023-08-28
OIIM,O2micro International Ltd.,2000-08-23,2023-03-02,Technology,2023-03-02
OISI,Ophthalmic Imaging Systems,1992-05-15,1998-05-27,Healthcare,2011-08-09
OISO,Ois Optical Imaging Systems Inc,,1999-01-06,Technology,1999-01-06
OIVO,One Ip Voice Inc,,2008-04-11,Technology,2008-04-11
OJ,Orange Co Inc,1970-09-28,1999-11-01,Consumer Staples,1999-11-01
OK,Old Kent Financial Corp,1998-12-02,2001-04-02,Financial,2001-04-02
OKP,O Okiep Copper Ltd.,1962-07-02,1999-02-18,Materials,1999-02-18
OKS,Oneok Partners Lp,2006-05-22,2017-06-30,Energy,2017-06-30
OKSB,Southwest Bancorp Inc,1993-12-17,2017-10-19,Financial,2017-10-19
OKWHQ,Oakwood Homes Corp,,2002-11-14,Real Estate,2002-11-14
OLBK,Old Line Bancshares Inc,2003-12-02,2019-11-22,Financial,2019-11-22
OLCB,Ohio Legacy Corp,2002-12-19,2012-10-05,Materials,2015-09-04
OLGR,Oilgear Co.,1972-12-14,2006-12-15,Energy,2006-12-15
OLK,Olink Holding Ab (publ),2021-03-25,2024-07-09,Industrials,2024-07-10
OLO,Olo Inc,2021-03-17,2024-12-31,Technology,2025-09-11
OLS,Olsten Corp,1982-01-13,2000-03-15,Technology,2000-03-15
OMAA,Acadian Asset Management Inc,,2018-02-23,Financial,2018-02-23
OME,Omega Protein Corp,1998-04-03,2017-12-19,Healthcare,2017-12-19
OMED,Oncomed Pharmaceuticals Inc,1991-03-11,2019-04-22,Healthcare,2019-04-23
OMEF,Omega Financial Corp,1992-04-07,2008-03-31,Financial,2008-03-31
OMEG,Omega Alpha Spac,1977-01-25,2022-12-27,Real Estate,2022-12-27
OMG,Om Group Inc,1995-04-20,2015-10-27,Materials,2015-10-27
OMGAQ,Omega Therapeutics Inc,,2025-02-24,Healthcare,2025-02-24
OMIC,Singular Genomics Systems Inc,2021-05-27,2024-12-31,Healthcare,2025-02-20
OMKT,Open Market Inc,1996-05-23,2001-10-19,Technology,2001-10-19
OMM,Omi Corp,1998-06-18,2007-06-08,Healthcare,2007-06-08
OMN,Omnova Solutions Inc,1999-10-04,2020-03-31,Industrials,2020-03-31
OMNI,Omni Energy Services Corp,1976-07-19,2010-10-27,Energy,2010-10-27
OMNT,Ominto Inc,1999-08-23,2018-06-01,,2019-04-30
OMNY,Omnisky Corp,2000-09-21,2001-12-03,Energy,2001-12-03
OMP,Oasis Midstream Partners Lp,2017-09-21,2022-01-31,Energy,2022-01-31
OMPI,Obagi Medical Products Inc,2006-12-14,2013-04-25,Healthcare,2013-04-25
OMPT,Omnipoint Corp,1996-01-26,2000-02-25,Communication Services,2000-02-25
OMQP,Omniquip International Inc,1997-03-21,1999-09-27,,1999-09-27
OMQS,Omniq Corp,2021-09-02,2024-05-06,,2024-05-06
OMRI,Omrix Biopharmaceuticals Inc,2006-04-21,2008-12-30,Healthcare,2008-12-30
OMTH,Omthera Pharmaceuticals Inc,2013-04-11,2013-07-17,Healthcare,2013-07-17
OMTL,Omtool Ltd.,1997-08-08,2007-08-01,Technology,2017-01-09
OMTR,Omniture Inc,2006-06-28,2009-10-23,Technology,2009-10-23
OMX,Officemax Inc,1994-11-02,2013-11-05,Consumer Discretionary,2013-11-04
ONAVQ,Omega Navigation Enterprises Inc,,2013-05-23,Energy,2013-05-23
ONBI,One Bio Corp,,2016-12-01,Healthcare,2016-12-01
ONBK,Onbancorp Inc,1987-07-30,1998-03-31,,1998-03-31
ONCE,Spark Therapeutics Inc,2015-01-30,2019-12-16,Healthcare,2019-12-26
ONCR,Oncorus Inc,1987-02-17,2023-06-20,Healthcare,2023-06-20
ONCSQ,Oncosec Medical Inc,,2023-06-23,Healthcare,2023-06-23
ONCT,Oncternal Therapeutics Inc,2019-06-10,2024-12-02,Healthcare,2024-12-02
